"","CoB","ETH.group","age","sex","year","pop"
"501","Non-UK born","Black-Caribbean",78,"F",2011,1831
"502","Non-UK born","Black-Caribbean",78,"M",2011,1745
"503","Non-UK born","Black-Caribbean",79,"F",2011,1604
"504","Non-UK born","Black-Caribbean",79,"M",2011,1494
"505","Non-UK born","Black-Caribbean",80,"F",2011,1504
"506","Non-UK born","Black-Caribbean",80,"M",2011,1424
"507","Non-UK born","Black-Caribbean",81,"F",2011,1373
"508","Non-UK born","Black-Caribbean",81,"M",2011,1193
"509","Non-UK born","Black-Caribbean",82,"F",2011,1178
"510","Non-UK born","Black-Caribbean",82,"M",2011,1035
"511","Non-UK born","Black-Caribbean",83,"F",2011,950
"512","Non-UK born","Black-Caribbean",83,"M",2011,799
"513","Non-UK born","Black-Caribbean",84,"F",2011,801
"514","Non-UK born","Black-Caribbean",84,"M",2011,730
"515","Non-UK born","Black-Caribbean",85,"F",2011,3220
"516","Non-UK born","Black-Caribbean",85,"M",2011,2582
"517","Non-UK born","Black-Other",0,"F",2011,54
"518","Non-UK born","Black-Other",0,"M",2011,50
"519","Non-UK born","Black-Other",1,"F",2011,100
"520","Non-UK born","Black-Other",1,"M",2011,96
"521","Non-UK born","Black-Other",2,"F",2011,129
"522","Non-UK born","Black-Other",2,"M",2011,143
"523","Non-UK born","Black-Other",3,"F",2011,174
"524","Non-UK born","Black-Other",3,"M",2011,160
"525","Non-UK born","Black-Other",4,"F",2011,226
"526","Non-UK born","Black-Other",4,"M",2011,201
"527","Non-UK born","Black-Other",5,"F",2011,265
"528","Non-UK born","Black-Other",5,"M",2011,300
"529","Non-UK born","Black-Other",6,"F",2011,301
"530","Non-UK born","Black-Other",6,"M",2011,384
"531","Non-UK born","Black-Other",7,"F",2011,410
"532","Non-UK born","Black-Other",7,"M",2011,478
"533","Non-UK born","Black-Other",8,"F",2011,470
"534","Non-UK born","Black-Other",8,"M",2011,514
"535","Non-UK born","Black-Other",9,"F",2011,628
"536","Non-UK born","Black-Other",9,"M",2011,657
"537","Non-UK born","Black-Other",10,"F",2011,663
"538","Non-UK born","Black-Other",10,"M",2011,720
"539","Non-UK born","Black-Other",11,"F",2011,755
"540","Non-UK born","Black-Other",11,"M",2011,749
"541","Non-UK born","Black-Other",12,"F",2011,707
"542","Non-UK born","Black-Other",12,"M",2011,762
"543","Non-UK born","Black-Other",13,"F",2011,787
"544","Non-UK born","Black-Other",13,"M",2011,822
"545","Non-UK born","Black-Other",14,"F",2011,770
"546","Non-UK born","Black-Other",14,"M",2011,784
"547","Non-UK born","Black-Other",15,"F",2011,763
"548","Non-UK born","Black-Other",15,"M",2011,806
"549","Non-UK born","Black-Other",16,"F",2011,774
"550","Non-UK born","Black-Other",16,"M",2011,755
"551","Non-UK born","Black-Other",17,"F",2011,720
"552","Non-UK born","Black-Other",17,"M",2011,742
"553","Non-UK born","Black-Other",18,"F",2011,695
"554","Non-UK born","Black-Other",18,"M",2011,622
"555","Non-UK born","Black-Other",19,"F",2011,606
"556","Non-UK born","Black-Other",19,"M",2011,571
"557","Non-UK born","Black-Other",20,"F",2011,568
"558","Non-UK born","Black-Other",20,"M",2011,690
"559","Non-UK born","Black-Other",21,"F",2011,585
"560","Non-UK born","Black-Other",21,"M",2011,654
"561","Non-UK born","Black-Other",22,"F",2011,673
"562","Non-UK born","Black-Other",22,"M",2011,633
"563","Non-UK born","Black-Other",23,"F",2011,658
"564","Non-UK born","Black-Other",23,"M",2011,597
"565","Non-UK born","Black-Other",24,"F",2011,727
"566","Non-UK born","Black-Other",24,"M",2011,634
"567","Non-UK born","Black-Other",25,"F",2011,839
"568","Non-UK born","Black-Other",25,"M",2011,755
"569","Non-UK born","Black-Other",26,"F",2011,827
"570","Non-UK born","Black-Other",26,"M",2011,765
"571","Non-UK born","Black-Other",27,"F",2011,919
"572","Non-UK born","Black-Other",27,"M",2011,765
"573","Non-UK born","Black-Other",28,"F",2011,834
"574","Non-UK born","Black-Other",28,"M",2011,768
"575","Non-UK born","Black-Other",29,"F",2011,885
"576","Non-UK born","Black-Other",29,"M",2011,742
"577","Non-UK born","Black-Other",30,"F",2011,842
"578","Non-UK born","Black-Other",30,"M",2011,800
"579","Non-UK born","Black-Other",31,"F",2011,920
"580","Non-UK born","Black-Other",31,"M",2011,792
"581","Non-UK born","Black-Other",32,"F",2011,905
"582","Non-UK born","Black-Other",32,"M",2011,859
"583","Non-UK born","Black-Other",33,"F",2011,876
"584","Non-UK born","Black-Other",33,"M",2011,826
"585","Non-UK born","Black-Other",34,"F",2011,865
"586","Non-UK born","Black-Other",34,"M",2011,718
"587","Non-UK born","Black-Other",35,"F",2011,995
"588","Non-UK born","Black-Other",35,"M",2011,849
"589","Non-UK born","Black-Other",36,"F",2011,1013
"590","Non-UK born","Black-Other",36,"M",2011,749
"591","Non-UK born","Black-Other",37,"F",2011,912
"592","Non-UK born","Black-Other",37,"M",2011,705
"593","Non-UK born","Black-Other",38,"F",2011,1002
"594","Non-UK born","Black-Other",38,"M",2011,801
"595","Non-UK born","Black-Other",39,"F",2011,809
"596","Non-UK born","Black-Other",39,"M",2011,759
"597","Non-UK born","Black-Other",40,"F",2011,876
"598","Non-UK born","Black-Other",40,"M",2011,737
"599","Non-UK born","Black-Other",41,"F",2011,1023
"600","Non-UK born","Black-Other",41,"M",2011,795
"601","Non-UK born","Black-Other",42,"F",2011,896
"602","Non-UK born","Black-Other",42,"M",2011,743
"603","Non-UK born","Black-Other",43,"F",2011,915
"604","Non-UK born","Black-Other",43,"M",2011,798
"605","Non-UK born","Black-Other",44,"F",2011,787
"606","Non-UK born","Black-Other",44,"M",2011,717
"607","Non-UK born","Black-Other",45,"F",2011,705
"608","Non-UK born","Black-Other",45,"M",2011,600
"609","Non-UK born","Black-Other",46,"F",2011,737
"610","Non-UK born","Black-Other",46,"M",2011,745
"611","Non-UK born","Black-Other",47,"F",2011,693
"612","Non-UK born","Black-Other",47,"M",2011,638
"613","Non-UK born","Black-Other",48,"F",2011,627
"614","Non-UK born","Black-Other",48,"M",2011,615
"615","Non-UK born","Black-Other",49,"F",2011,510
"616","Non-UK born","Black-Other",49,"M",2011,521
"617","Non-UK born","Black-Other",50,"F",2011,709
"618","Non-UK born","Black-Other",50,"M",2011,613
"619","Non-UK born","Black-Other",51,"F",2011,645
"620","Non-UK born","Black-Other",51,"M",2011,581
"621","Non-UK born","Black-Other",52,"F",2011,602
"622","Non-UK born","Black-Other",52,"M",2011,495
"623","Non-UK born","Black-Other",53,"F",2011,539
"624","Non-UK born","Black-Other",53,"M",2011,515
"625","Non-UK born","Black-Other",54,"F",2011,546
"626","Non-UK born","Black-Other",54,"M",2011,486
"627","Non-UK born","Black-Other",55,"F",2011,515
"628","Non-UK born","Black-Other",55,"M",2011,459
"629","Non-UK born","Black-Other",56,"F",2011,540
"630","Non-UK born","Black-Other",56,"M",2011,396
"631","Non-UK born","Black-Other",57,"F",2011,445
"632","Non-UK born","Black-Other",57,"M",2011,412
"633","Non-UK born","Black-Other",58,"F",2011,387
"634","Non-UK born","Black-Other",58,"M",2011,334
"635","Non-UK born","Black-Other",59,"F",2011,425
"636","Non-UK born","Black-Other",59,"M",2011,300
"637","Non-UK born","Black-Other",60,"F",2011,441
"638","Non-UK born","Black-Other",60,"M",2011,244
"639","Non-UK born","Black-Other",61,"F",2011,357
"640","Non-UK born","Black-Other",61,"M",2011,252
"641","Non-UK born","Black-Other",62,"F",2011,341
"642","Non-UK born","Black-Other",62,"M",2011,244
"643","Non-UK born","Black-Other",63,"F",2011,303
"644","Non-UK born","Black-Other",63,"M",2011,218
"645","Non-UK born","Black-Other",64,"F",2011,311
"646","Non-UK born","Black-Other",64,"M",2011,170
"647","Non-UK born","Black-Other",65,"F",2011,291
"648","Non-UK born","Black-Other",65,"M",2011,200
"649","Non-UK born","Black-Other",66,"F",2011,275
"650","Non-UK born","Black-Other",66,"M",2011,177
"651","Non-UK born","Black-Other",67,"F",2011,302
"652","Non-UK born","Black-Other",67,"M",2011,189
"653","Non-UK born","Black-Other",68,"F",2011,328
"654","Non-UK born","Black-Other",68,"M",2011,229
"655","Non-UK born","Black-Other",69,"F",2011,298
"656","Non-UK born","Black-Other",69,"M",2011,227
"657","Non-UK born","Black-Other",70,"F",2011,308
"658","Non-UK born","Black-Other",70,"M",2011,191
"659","Non-UK born","Black-Other",71,"F",2011,314
"660","Non-UK born","Black-Other",71,"M",2011,262
"661","Non-UK born","Black-Other",72,"F",2011,241
"662","Non-UK born","Black-Other",72,"M",2011,217
"663","Non-UK born","Black-Other",73,"F",2011,230
"664","Non-UK born","Black-Other",73,"M",2011,187
"665","Non-UK born","Black-Other",74,"F",2011,286
"666","Non-UK born","Black-Other",74,"M",2011,213
"667","Non-UK born","Black-Other",75,"F",2011,267
"668","Non-UK born","Black-Other",75,"M",2011,214
"669","Non-UK born","Black-Other",76,"F",2011,188
"670","Non-UK born","Black-Other",76,"M",2011,203
"671","Non-UK born","Black-Other",77,"F",2011,187
"672","Non-UK born","Black-Other",77,"M",2011,157
"673","Non-UK born","Black-Other",78,"F",2011,158
"674","Non-UK born","Black-Other",78,"M",2011,134
"675","Non-UK born","Black-Other",79,"F",2011,129
"676","Non-UK born","Black-Other",79,"M",2011,126
"677","Non-UK born","Black-Other",80,"F",2011,144
"678","Non-UK born","Black-Other",80,"M",2011,89
"679","Non-UK born","Black-Other",81,"F",2011,125
"680","Non-UK born","Black-Other",81,"M",2011,92
"681","Non-UK born","Black-Other",82,"F",2011,83
"682","Non-UK born","Black-Other",82,"M",2011,73
"683","Non-UK born","Black-Other",83,"F",2011,62
"684","Non-UK born","Black-Other",83,"M",2011,49
"685","Non-UK born","Black-Other",84,"F",2011,70
"686","Non-UK born","Black-Other",84,"M",2011,57
"687","Non-UK born","Black-Other",85,"F",2011,237
"688","Non-UK born","Black-Other",85,"M",2011,180
"689","Non-UK born","Chinese",0,"F",2011,63
"690","Non-UK born","Chinese",0,"M",2011,89
"691","Non-UK born","Chinese",1,"F",2011,89
"692","Non-UK born","Chinese",1,"M",2011,96
"693","Non-UK born","Chinese",2,"F",2011,140
"694","Non-UK born","Chinese",2,"M",2011,111
"695","Non-UK born","Chinese",3,"F",2011,163
"696","Non-UK born","Chinese",3,"M",2011,126
"697","Non-UK born","Chinese",4,"F",2011,178
"698","Non-UK born","Chinese",4,"M",2011,137
"699","Non-UK born","Chinese",5,"F",2011,203
"700","Non-UK born","Chinese",5,"M",2011,138
"701","Non-UK born","Chinese",6,"F",2011,215
"702","Non-UK born","Chinese",6,"M",2011,148
"703","Non-UK born","Chinese",7,"F",2011,288
"704","Non-UK born","Chinese",7,"M",2011,173
"705","Non-UK born","Chinese",8,"F",2011,309
"706","Non-UK born","Chinese",8,"M",2011,227
"707","Non-UK born","Chinese",9,"F",2011,343
"708","Non-UK born","Chinese",9,"M",2011,256
"709","Non-UK born","Chinese",10,"F",2011,412
"710","Non-UK born","Chinese",10,"M",2011,333
"711","Non-UK born","Chinese",11,"F",2011,434
"712","Non-UK born","Chinese",11,"M",2011,367
"713","Non-UK born","Chinese",12,"F",2011,467
"714","Non-UK born","Chinese",12,"M",2011,415
"715","Non-UK born","Chinese",13,"F",2011,611
"716","Non-UK born","Chinese",13,"M",2011,592
"717","Non-UK born","Chinese",14,"F",2011,779
"718","Non-UK born","Chinese",14,"M",2011,722
"719","Non-UK born","Chinese",15,"F",2011,987
"720","Non-UK born","Chinese",15,"M",2011,1038
"721","Non-UK born","Chinese",16,"F",2011,1350
"722","Non-UK born","Chinese",16,"M",2011,1358
"723","Non-UK born","Chinese",17,"F",2011,2003
"724","Non-UK born","Chinese",17,"M",2011,1938
"725","Non-UK born","Chinese",18,"F",2011,2918
"726","Non-UK born","Chinese",18,"M",2011,2587
"727","Non-UK born","Chinese",19,"F",2011,4092
"728","Non-UK born","Chinese",19,"M",2011,3319
"729","Non-UK born","Chinese",20,"F",2011,6002
"730","Non-UK born","Chinese",20,"M",2011,5134
"731","Non-UK born","Chinese",21,"F",2011,7314
"732","Non-UK born","Chinese",21,"M",2011,6931
"733","Non-UK born","Chinese",22,"F",2011,8524
"734","Non-UK born","Chinese",22,"M",2011,7745
"735","Non-UK born","Chinese",23,"F",2011,7595
"736","Non-UK born","Chinese",23,"M",2011,6739
"737","Non-UK born","Chinese",24,"F",2011,4948
"738","Non-UK born","Chinese",24,"M",2011,4838
"739","Non-UK born","Chinese",25,"F",2011,3746
"740","Non-UK born","Chinese",25,"M",2011,3958
"741","Non-UK born","Chinese",26,"F",2011,3522
"742","Non-UK born","Chinese",26,"M",2011,3481
"743","Non-UK born","Chinese",27,"F",2011,3699
"744","Non-UK born","Chinese",27,"M",2011,3300
"745","Non-UK born","Chinese",28,"F",2011,4197
"746","Non-UK born","Chinese",28,"M",2011,3251
"747","Non-UK born","Chinese",29,"F",2011,3832
"748","Non-UK born","Chinese",29,"M",2011,3211
"749","Non-UK born","Chinese",30,"F",2011,3436
"750","Non-UK born","Chinese",30,"M",2011,2664
"751","Non-UK born","Chinese",31,"F",2011,3535
"752","Non-UK born","Chinese",31,"M",2011,2944
"753","Non-UK born","Chinese",32,"F",2011,3250
"754","Non-UK born","Chinese",32,"M",2011,2710
"755","Non-UK born","Chinese",33,"F",2011,3063
"756","Non-UK born","Chinese",33,"M",2011,2492
"757","Non-UK born","Chinese",34,"F",2011,2903
"758","Non-UK born","Chinese",34,"M",2011,2411
"759","Non-UK born","Chinese",35,"F",2011,2770
"760","Non-UK born","Chinese",35,"M",2011,2217
"761","Non-UK born","Chinese",36,"F",2011,2607
"762","Non-UK born","Chinese",36,"M",2011,2177
"763","Non-UK born","Chinese",37,"F",2011,2611
"764","Non-UK born","Chinese",37,"M",2011,2081
"765","Non-UK born","Chinese",38,"F",2011,2504
"766","Non-UK born","Chinese",38,"M",2011,1967
"767","Non-UK born","Chinese",39,"F",2011,2401
"768","Non-UK born","Chinese",39,"M",2011,1880
"769","Non-UK born","Chinese",40,"F",2011,2352
"770","Non-UK born","Chinese",40,"M",2011,1782
"771","Non-UK born","Chinese",41,"F",2011,2309
"772","Non-UK born","Chinese",41,"M",2011,1652
"773","Non-UK born","Chinese",42,"F",2011,2518
"774","Non-UK born","Chinese",42,"M",2011,1831
"775","Non-UK born","Chinese",43,"F",2011,2139
"776","Non-UK born","Chinese",43,"M",2011,1621
"777","Non-UK born","Chinese",44,"F",2011,2150
"778","Non-UK born","Chinese",44,"M",2011,1635
"779","Non-UK born","Chinese",45,"F",2011,2121
"780","Non-UK born","Chinese",45,"M",2011,1774
"781","Non-UK born","Chinese",46,"F",2011,2217
"782","Non-UK born","Chinese",46,"M",2011,1705
"783","Non-UK born","Chinese",47,"F",2011,2550
"784","Non-UK born","Chinese",47,"M",2011,1815
"785","Non-UK born","Chinese",48,"F",2011,2581
"786","Non-UK born","Chinese",48,"M",2011,1947
"787","Non-UK born","Chinese",49,"F",2011,2175
"788","Non-UK born","Chinese",49,"M",2011,1697
"789","Non-UK born","Chinese",50,"F",2011,2128
"790","Non-UK born","Chinese",50,"M",2011,1709
"791","Non-UK born","Chinese",51,"F",2011,2002
"792","Non-UK born","Chinese",51,"M",2011,1659
"793","Non-UK born","Chinese",52,"F",2011,2039
"794","Non-UK born","Chinese",52,"M",2011,1721
"795","Non-UK born","Chinese",53,"F",2011,2056
"796","Non-UK born","Chinese",53,"M",2011,1707
"797","Non-UK born","Chinese",54,"F",2011,2019
"798","Non-UK born","Chinese",54,"M",2011,1660
"799","Non-UK born","Chinese",55,"F",2011,1860
"800","Non-UK born","Chinese",55,"M",2011,1594
"801","Non-UK born","Chinese",56,"F",2011,1817
"802","Non-UK born","Chinese",56,"M",2011,1394
"803","Non-UK born","Chinese",57,"F",2011,1908
"804","Non-UK born","Chinese",57,"M",2011,1373
"805","Non-UK born","Chinese",58,"F",2011,1701
"806","Non-UK born","Chinese",58,"M",2011,1189
"807","Non-UK born","Chinese",59,"F",2011,1608
"808","Non-UK born","Chinese",59,"M",2011,1190
"809","Non-UK born","Chinese",60,"F",2011,1447
"810","Non-UK born","Chinese",60,"M",2011,1122
"811","Non-UK born","Chinese",61,"F",2011,1488
"812","Non-UK born","Chinese",61,"M",2011,1031
"813","Non-UK born","Chinese",62,"F",2011,1330
"814","Non-UK born","Chinese",62,"M",2011,918
"815","Non-UK born","Chinese",63,"F",2011,1242
"816","Non-UK born","Chinese",63,"M",2011,918
"817","Non-UK born","Chinese",64,"F",2011,1026
"818","Non-UK born","Chinese",64,"M",2011,788
"819","Non-UK born","Chinese",65,"F",2011,783
"820","Non-UK born","Chinese",65,"M",2011,634
"821","Non-UK born","Chinese",66,"F",2011,710
"822","Non-UK born","Chinese",66,"M",2011,603
"823","Non-UK born","Chinese",67,"F",2011,635
"824","Non-UK born","Chinese",67,"M",2011,548
"825","Non-UK born","Chinese",68,"F",2011,567
"826","Non-UK born","Chinese",68,"M",2011,512
"827","Non-UK born","Chinese",69,"F",2011,544
"828","Non-UK born","Chinese",69,"M",2011,501
"829","Non-UK born","Chinese",70,"F",2011,549
"830","Non-UK born","Chinese",70,"M",2011,545
"831","Non-UK born","Chinese",71,"F",2011,585
"832","Non-UK born","Chinese",71,"M",2011,551
"833","Non-UK born","Chinese",72,"F",2011,533
"834","Non-UK born","Chinese",72,"M",2011,552
"835","Non-UK born","Chinese",73,"F",2011,562
"836","Non-UK born","Chinese",73,"M",2011,518
"837","Non-UK born","Chinese",74,"F",2011,515
"838","Non-UK born","Chinese",74,"M",2011,471
"839","Non-UK born","Chinese",75,"F",2011,445
"840","Non-UK born","Chinese",75,"M",2011,447
"841","Non-UK born","Chinese",76,"F",2011,425
"842","Non-UK born","Chinese",76,"M",2011,423
"843","Non-UK born","Chinese",77,"F",2011,410
"844","Non-UK born","Chinese",77,"M",2011,377
"845","Non-UK born","Chinese",78,"F",2011,377
"846","Non-UK born","Chinese",78,"M",2011,314
"847","Non-UK born","Chinese",79,"F",2011,331
"848","Non-UK born","Chinese",79,"M",2011,265
"849","Non-UK born","Chinese",80,"F",2011,315
"850","Non-UK born","Chinese",80,"M",2011,245
"851","Non-UK born","Chinese",81,"F",2011,262
"852","Non-UK born","Chinese",81,"M",2011,225
"853","Non-UK born","Chinese",82,"F",2011,263
"854","Non-UK born","Chinese",82,"M",2011,156
"855","Non-UK born","Chinese",83,"F",2011,164
"856","Non-UK born","Chinese",83,"M",2011,161
"857","Non-UK born","Chinese",84,"F",2011,177
"858","Non-UK born","Chinese",84,"M",2011,123
"859","Non-UK born","Chinese",85,"F",2011,896
"860","Non-UK born","Chinese",85,"M",2011,496
"861","Non-UK born","Indian",0,"F",2011,495
"862","Non-UK born","Indian",0,"M",2011,565
"863","Non-UK born","Indian",1,"F",2011,984
"864","Non-UK born","Indian",1,"M",2011,1046
"865","Non-UK born","Indian",2,"F",2011,1218
"866","Non-UK born","Indian",2,"M",2011,1248
"867","Non-UK born","Indian",3,"F",2011,1427
"868","Non-UK born","Indian",3,"M",2011,1320
"869","Non-UK born","Indian",4,"F",2011,1359
"870","Non-UK born","Indian",4,"M",2011,1473
"871","Non-UK born","Indian",5,"F",2011,1326
"872","Non-UK born","Indian",5,"M",2011,1377
"873","Non-UK born","Indian",6,"F",2011,1353
"874","Non-UK born","Indian",6,"M",2011,1420
"875","Non-UK born","Indian",7,"F",2011,1426
"876","Non-UK born","Indian",7,"M",2011,1522
"877","Non-UK born","Indian",8,"F",2011,1528
"878","Non-UK born","Indian",8,"M",2011,1558
"879","Non-UK born","Indian",9,"F",2011,1509
"880","Non-UK born","Indian",9,"M",2011,1491
"881","Non-UK born","Indian",10,"F",2011,1451
"882","Non-UK born","Indian",10,"M",2011,1545
"883","Non-UK born","Indian",11,"F",2011,1412
"884","Non-UK born","Indian",11,"M",2011,1533
"885","Non-UK born","Indian",12,"F",2011,1347
"886","Non-UK born","Indian",12,"M",2011,1448
"887","Non-UK born","Indian",13,"F",2011,1296
"888","Non-UK born","Indian",13,"M",2011,1436
"889","Non-UK born","Indian",14,"F",2011,1298
"890","Non-UK born","Indian",14,"M",2011,1476
"891","Non-UK born","Indian",15,"F",2011,1297
"892","Non-UK born","Indian",15,"M",2011,1423
